Host_Cell,Host_Sys,Nbr_Cell,Nbr_Sys
318708_3,3G_F1,312530_3,3G_F1
318708_1,3G_F1,312538_2,3G_F1
318708_1,3G_F1,312544_2,3G_F1
318708_3,3G_F1,312526_2,3G_F1
318708_1,3G_F1,318784_2,3G_F1
318708_3,3G_F1,312527_2,3G_F1
318708_3,3G_F1,312519_1,3G_F1
318708_1,3G_F1,312530_2,3G_F1
318708_1,3G_F1,318985_2,3G_F1
318708_1,3G_F1,318927_2,3G_F1
318708_3,3G_F1,312533_2,3G_F1
318708_3,3G_F1,318708_1,3G_F1
318708_1,3G_F1,311899_1,3G_F1
318708_1,3G_F1,310928_1,3G_F1
318708_1,3G_F1,318927_1,3G_F1
318708_1,3G_F1,318784_1,3G_F1
318708_1,3G_F1,313002_1,3G_F1
318708_1,3G_F1,312541_1,3G_F1
318708_3,3G_F1,315152_2,3G_F1
318708_1,3G_F1,318088_1,3G_F1
318708_3,3G_F1,312523_1,3G_F1
318708_3,3G_F1,312524_2,3G_F1
318708_3,3G_F1,314513_2,3G_F1
318708_3,3G_F1,312538_3,3G_F1
318708_3,3G_F1,315152_3,3G_F1
318708_1,3G_F1,312460_1,3G_F1
318708_3,3G_F1,312525_2,3G_F1
318708_3,3G_F1,312525_1,3G_F1
318708_1,3G_F1,312588_2,3G_F1
318708_3,3G_F1,312576_2,3G_F1
318708_3,3G_F1,310017_1,3G_F1
318708_3,3G_F1,312525_3,3G_F1
318708_3,3G_F1,312583_2,3G_F1
318708_3,3G_F1,312526_3,3G_F1
318708_3,3G_F1,312575_2,3G_F1
318708_3,3G_F1,312523_2,3G_F1
318708_3,3G_F1,312460_1,3G_F1
318708_1,3G_F1,312550_2,3G_F1
318708_3,3G_F1,310017_3,3G_F1
318708_3,3G_F1,317621_2,3G_F1
318708_3,3G_F1,310017_2,3G_F1
318708_3,3G_F1,311899_2,3G_F1
318765_1,3G_F1,318765_2,3G_F1
318765_1,3G_F1,318765_3,3G_F1
318765_2,3G_F1,318765_1,3G_F1
318765_2,3G_F1,318765_3,3G_F1
318765_3,3G_F1,318765_1,3G_F1
318765_3,3G_F1,318765_2,3G_F1
318765_2,3G_F1,312567_3,3G_F1
318765_2,3G_F1,310278_2,3G_F1
318765_2,3G_F1,312571_3,3G_F1
318765_1,3G_F1,310278_3,3G_F1
318765_1,3G_F1,318983_3,3G_F1
318765_1,3G_F1,312565_3,3G_F1
318765_2,3G_F1,318983_2,3G_F1
318765_2,3G_F1,310278_3,3G_F1
318765_2,3G_F1,312568_3,3G_F1
318765_3,3G_F1,310278_3,3G_F1
318765_3,3G_F1,312565_3,3G_F1
318765_3,3G_F1,311897_3,3G_F1
318765_3,3G_F1,314449_1,3G_F1
318765_3,3G_F1,312566_3,3G_F1
318765_3,3G_F1,318983_3,3G_F1
318765_1,3G_F1,312566_3,3G_F1
318765_1,3G_F1,310278_1,3G_F1
318765_1,3G_F1,314449_1,3G_F1
318765_1,3G_F1,318983_2,3G_F1
318765_1,3G_F1,312547_1,3G_F1
318765_2,3G_F1,312572_3,3G_F1
318765_1,3G_F1,312565_1,3G_F1
318765_1,3G_F1,311897_3,3G_F1
318765_1,3G_F1,312564_3,3G_F1
318765_1,3G_F1,313731_2,3G_F1
318765_3,3G_F1,313731_3,3G_F1
318765_1,3G_F1,317633_1,3G_F1
318765_2,3G_F1,312565_3,3G_F1
318765_1,3G_F1,312547_3,3G_F1
318765_3,3G_F1,314083_1,3G_F1
318765_1,3G_F1,313731_3,3G_F1
318765_1,3G_F1,318983_1,3G_F1
318784_1,3G_F1,318784_2,3G_F1
318784_2,3G_F1,318784_1,3G_F1
318784_2,3G_F1,318927_1,3G_F1
318784_2,3G_F1,318088_1,3G_F1
318784_3,3G_F1,318985_1,3G_F1
318784_1,3G_F1,318784_3,3G_F1
318784_3,3G_F1,318784_1,3G_F1
318784_3,3G_F1,315534_1,3G_F1
318784_3,3G_F1,318776_2,3G_F1
318784_2,3G_F1,313002_1,3G_F1
318784_3,3G_F1,318927_1,3G_F1
318784_2,3G_F1,311898_2,3G_F1
318784_1,3G_F1,315534_1,3G_F1
318784_3,3G_F1,318088_1,3G_F1
318784_1,3G_F1,312544_1,3G_F1
318784_2,3G_F1,318784_3,3G_F1
318784_3,3G_F1,318784_2,3G_F1
318784_3,3G_F1,312543_1,3G_F1
318784_2,3G_F1,318776_2,3G_F1
318784_2,3G_F1,312538_1,3G_F1
318784_1,3G_F1,312555_2,3G_F1
318784_1,3G_F1,312549_1,3G_F1
318784_1,3G_F1,318927_1,3G_F1
318784_1,3G_F1,318088_1,3G_F1
318784_1,3G_F1,311898_1,3G_F1
318784_2,3G_F1,318708_1,3G_F1
318784_1,3G_F1,312543_1,3G_F1
318784_3,3G_F1,312544_2,3G_F1
318784_2,3G_F1,315534_1,3G_F1
318784_2,3G_F1,318985_1,3G_F1
318784_3,3G_F1,315534_2,3G_F1
318784_1,3G_F1,318776_1,3G_F1
318784_1,3G_F1,318929_2,3G_F1
318784_1,3G_F1,312550_2,3G_F1
318784_2,3G_F1,312544_2,3G_F1
318784_1,3G_F1,312541_1,3G_F1
318784_1,3G_F1,312548_1,3G_F1
318784_1,3G_F1,318911_1,3G_F1
318784_1,3G_F1,318776_2,3G_F1
318784_1,3G_F1,315534_2,3G_F1
318784_1,3G_F1,312544_2,3G_F1
318784_3,3G_F1,312541_2,3G_F1
318784_2,3G_F1,312550_2,3G_F1
318784_2,3G_F1,312544_1,3G_F1
318784_1,3G_F1,318770_2,3G_F1
318784_3,3G_F1,312541_3,3G_F1
318784_2,3G_F1,312541_2,3G_F1
318784_3,3G_F1,312541_1,3G_F1
318784_2,3G_F1,312541_1,3G_F1
318784_3,3G_F1,313002_1,3G_F1
318784_1,3G_F1,311898_2,3G_F1
318784_1,3G_F1,318770_1,3G_F1
318784_2,3G_F1,318770_2,3G_F1
318784_1,3G_F1,312541_3,3G_F1
318784_1,3G_F1,318776_3,3G_F1
318784_2,3G_F1,312543_1,3G_F1
318784_3,3G_F1,312543_2,3G_F1
318784_1,3G_F1,318985_1,3G_F1
318784_1,3G_F1,313002_1,3G_F1
318784_1,3G_F1,314513_1,3G_F1
318784_2,3G_F1,318929_2,3G_F1
318784_1,3G_F1,312545_1,3G_F1
318784_3,3G_F1,318088_2,3G_F1
318784_1,3G_F1,318088_3,3G_F1
318781_1,3G_F1,318781_2,3G_F1
318781_1,3G_F1,318781_3,3G_F1
318781_1,3G_F1,318780_2,3G_F1
318781_1,3G_F1,315153_3,3G_F1
318781_1,3G_F1,315153_1,3G_F1
318781_1,3G_F1,312533_3,3G_F1
318781_1,3G_F1,312531_3,3G_F1
318781_1,3G_F1,312534_2,3G_F1
318781_1,3G_F1,312533_2,3G_F1
318781_1,3G_F1,318780_3,3G_F1
318781_1,3G_F1,310017_2,3G_F1
318781_1,3G_F1,315152_3,3G_F1
318781_1,3G_F1,315153_2,3G_F1
318781_1,3G_F1,312530_1,3G_F1
318781_1,3G_F1,318913_3,3G_F1
318781_1,3G_F1,318913_2,3G_F1
318781_1,3G_F1,312535_2,3G_F1
318781_1,3G_F1,315536_3,3G_F1
318781_1,3G_F1,315536_2,3G_F1
318781_1,3G_F1,312531_2,3G_F1
318781_1,3G_F1,312328_1,3G_F1
318781_2,3G_F1,318781_1,3G_F1
318781_2,3G_F1,318781_3,3G_F1
318781_2,3G_F1,315153_3,3G_F1
318781_2,3G_F1,312530_1,3G_F1
318781_2,3G_F1,312530_3,3G_F1
318781_2,3G_F1,315153_2,3G_F1
318781_2,3G_F1,312530_2,3G_F1
318781_2,3G_F1,312533_2,3G_F1
318781_2,3G_F1,312531_3,3G_F1
318781_2,3G_F1,318090_1,3G_F1
318781_2,3G_F1,315153_1,3G_F1
318781_2,3G_F1,312460_1,3G_F1
318781_2,3G_F1,318780_2,3G_F1
318781_2,3G_F1,315152_3,3G_F1
318781_2,3G_F1,312525_1,3G_F1
318781_2,3G_F1,310017_2,3G_F1
318781_2,3G_F1,312534_2,3G_F1
318781_2,3G_F1,312328_1,3G_F1
318781_2,3G_F1,312531_2,3G_F1
318781_2,3G_F1,312535_2,3G_F1
318781_3,3G_F1,318781_1,3G_F1
318781_3,3G_F1,318781_2,3G_F1
318781_3,3G_F1,310017_2,3G_F1
318781_3,3G_F1,312530_3,3G_F1
318781_3,3G_F1,318780_3,3G_F1
318781_3,3G_F1,312534_2,3G_F1
318781_3,3G_F1,315153_3,3G_F1
318781_3,3G_F1,312526_1,3G_F1
318781_3,3G_F1,312328_1,3G_F1
318781_3,3G_F1,318780_2,3G_F1
318781_3,3G_F1,312533_3,3G_F1
318781_3,3G_F1,310017_3,3G_F1
318781_3,3G_F1,312525_1,3G_F1
318781_3,3G_F1,315160_2,3G_F1
318781_3,3G_F1,312527_2,3G_F1
318781_3,3G_F1,310017_1,3G_F1
318781_3,3G_F1,312527_1,3G_F1
318781_3,3G_F1,312534_3,3G_F1
318781_3,3G_F1,318915_2,3G_F1
318781_3,3G_F1,312527_3,3G_F1
318781_3,3G_F1,312575_2,3G_F1
318781_3,3G_F1,312524_1,3G_F1
318781_3,3G_F1,312526_3,3G_F1
318781_3,3G_F1,310828_2,3G_F1
318781_3,3G_F1,312529_1,3G_F1
318776_1,3G_F1,318776_3,3G_F1
318776_3,3G_F1,318776_1,3G_F1
318776_2,3G_F1,318776_3,3G_F1
318776_3,3G_F1,318776_2,3G_F1
318776_3,3G_F1,312548_2,3G_F1
318776_1,3G_F1,318776_2,3G_F1
318776_2,3G_F1,318776_1,3G_F1
318776_3,3G_F1,312550_2,3G_F1
318776_3,3G_F1,315534_3,3G_F1
318776_1,3G_F1,312546_1,3G_F1
318776_3,3G_F1,318911_1,3G_F1
318776_1,3G_F1,312548_1,3G_F1
318776_1,3G_F1,312549_1,3G_F1
318776_1,3G_F1,318911_1,3G_F1
318776_2,3G_F1,312550_2,3G_F1
318776_3,3G_F1,312548_1,3G_F1
318776_2,3G_F1,318911_1,3G_F1
318776_2,3G_F1,318088_1,3G_F1
318776_2,3G_F1,315534_1,3G_F1
318776_1,3G_F1,312550_2,3G_F1
318776_1,3G_F1,312555_2,3G_F1
318776_3,3G_F1,312549_2,3G_F1
318776_1,3G_F1,314513_1,3G_F1
318776_3,3G_F1,314513_1,3G_F1
318776_2,3G_F1,315534_3,3G_F1
318776_3,3G_F1,312545_3,3G_F1
318776_1,3G_F1,311898_2,3G_F1
318776_1,3G_F1,315534_1,3G_F1
318776_1,3G_F1,318927_1,3G_F1
318776_2,3G_F1,318927_1,3G_F1
318776_3,3G_F1,312549_1,3G_F1
318776_3,3G_F1,315534_1,3G_F1
318776_3,3G_F1,312551_2,3G_F1
318776_3,3G_F1,312550_1,3G_F1
318776_2,3G_F1,318911_2,3G_F1
318776_2,3G_F1,315534_2,3G_F1
318776_3,3G_F1,312588_2,3G_F1
318776_2,3G_F1,312544_1,3G_F1
318776_3,3G_F1,312544_1,3G_F1
318776_1,3G_F1,312544_1,3G_F1
318776_3,3G_F1,312544_3,3G_F1
318776_2,3G_F1,312544_2,3G_F1
318776_3,3G_F1,318911_3,3G_F1
318776_3,3G_F1,312586_2,3G_F1
318776_3,3G_F1,312586_1,3G_F1
318776_3,3G_F1,318929_2,3G_F1
318776_3,3G_F1,312548_3,3G_F1
318776_2,3G_F1,318784_1,3G_F1
318776_3,3G_F1,315156_1,3G_F1
318776_1,3G_F1,318929_2,3G_F1
318776_3,3G_F1,312546_1,3G_F1
318776_1,3G_F1,318784_1,3G_F1
318776_1,3G_F1,318770_2,3G_F1
318776_1,3G_F1,318770_1,3G_F1
318776_3,3G_F1,318770_2,3G_F1
318776_2,3G_F1,312541_1,3G_F1
318776_2,3G_F1,312541_3,3G_F1
318776_2,3G_F1,318770_2,3G_F1
318776_1,3G_F1,312543_1,3G_F1
318776_2,3G_F1,318088_3,3G_F1
318776_2,3G_F1,312543_1,3G_F1
318776_2,3G_F1,318784_2,3G_F1
318776_2,3G_F1,318784_3,3G_F1
318776_3,3G_F1,312545_1,3G_F1
318770_2,3G_F1,318770_3,3G_F1
318770_3,3G_F1,318770_2,3G_F1
318770_3,3G_F1,318929_1,3G_F1
318770_2,3G_F1,312550_1,3G_F1
318770_2,3G_F1,312550_2,3G_F1
318770_2,3G_F1,318776_3,3G_F1
318770_3,3G_F1,318929_2,3G_F1
318770_3,3G_F1,311898_2,3G_F1
318770_2,3G_F1,318776_1,3G_F1
318770_1,3G_F1,318776_1,3G_F1
318770_3,3G_F1,312555_2,3G_F1
318770_2,3G_F1,312548_1,3G_F1
318770_2,3G_F1,318770_1,3G_F1
318770_1,3G_F1,318770_2,3G_F1
318770_1,3G_F1,318770_3,3G_F1
318770_3,3G_F1,318770_1,3G_F1
318770_3,3G_F1,312550_1,3G_F1
318770_2,3G_F1,312544_1,3G_F1
318770_2,3G_F1,312549_1,3G_F1
318770_3,3G_F1,312551_2,3G_F1
318770_3,3G_F1,314509_1,3G_F1
318770_1,3G_F1,312549_1,3G_F1
318770_3,3G_F1,318929_3,3G_F1
318770_1,3G_F1,312546_1,3G_F1
318770_1,3G_F1,311898_1,3G_F1
318770_1,3G_F1,312550_1,3G_F1
318770_1,3G_F1,311898_2,3G_F1
318770_1,3G_F1,312544_1,3G_F1
318770_3,3G_F1,312555_3,3G_F1
318770_1,3G_F1,312555_2,3G_F1
318770_3,3G_F1,314789_2,3G_F1
318770_2,3G_F1,318929_2,3G_F1
318770_3,3G_F1,312550_3,3G_F1
318770_2,3G_F1,315534_1,3G_F1
318770_3,3G_F1,312548_1,3G_F1
318770_2,3G_F1,318784_1,3G_F1
318770_2,3G_F1,312550_3,3G_F1
318770_1,3G_F1,318929_2,3G_F1
318770_2,3G_F1,311898_2,3G_F1
318770_2,3G_F1,315156_1,3G_F1
318770_1,3G_F1,312548_1,3G_F1
318770_1,3G_F1,318929_1,3G_F1
318770_1,3G_F1,315534_1,3G_F1
318770_3,3G_F1,318931_2,3G_F1
318770_3,3G_F1,312549_1,3G_F1
318770_2,3G_F1,318911_1,3G_F1
318770_1,3G_F1,312557_1,3G_F1
318770_2,3G_F1,314513_1,3G_F1
318770_1,3G_F1,314509_1,3G_F1
318770_2,3G_F1,318776_2,3G_F1
318770_2,3G_F1,314509_1,3G_F1
318770_3,3G_F1,312557_1,3G_F1
318770_2,3G_F1,312551_2,3G_F1
318770_2,3G_F1,312543_1,3G_F1
318770_2,3G_F1,312548_2,3G_F1
318770_1,3G_F1,312550_2,3G_F1
318770_3,3G_F1,314789_1,3G_F1
318770_3,3G_F1,312554_1,3G_F1
318770_3,3G_F1,311898_3,3G_F1
318770_3,3G_F1,318931_1,3G_F1
318770_2,3G_F1,312555_2,3G_F1
318770_3,3G_F1,312553_2,3G_F1
318770_2,3G_F1,318927_1,3G_F1
318770_1,3G_F1,318784_1,3G_F1
318770_2,3G_F1,318784_2,3G_F1
318770_1,3G_F1,318927_1,3G_F1
318770_3,3G_F1,310728_1,3G_F1
318770_1,3G_F1,314513_1,3G_F1
318770_3,3G_F1,318931_3,3G_F1
318770_2,3G_F1,312546_1,3G_F1
318770_1,3G_F1,318784_2,3G_F1
318770_3,3G_F1,311898_1,3G_F1
312571_1,3G_F1,312571_2,3G_F1
312571_1,3G_F1,312571_3,3G_F1
312571_1,3G_F1,315535_2,3G_F1
312571_3,3G_F1,318915_3,3G_F1
312571_1,3G_F1,312570_3,3G_F1
312571_1,3G_F1,317841_1,3G_F1
312571_1,3G_F1,318880_2,3G_F1
312571_3,3G_F1,314508_2,3G_F1
312571_2,3G_F1,318913_3,3G_F1
312571_1,3G_F1,312569_2,3G_F1
312571_1,3G_F1,312569_3,3G_F1
312571_1,3G_F1,318917_1,3G_F1
312571_2,3G_F1,312571_1,3G_F1
312571_2,3G_F1,312571_3,3G_F1
312571_2,3G_F1,317841_3,3G_F1
312571_2,3G_F1,317841_1,3G_F1
312571_2,3G_F1,312574_3,3G_F1
312571_2,3G_F1,312574_1,3G_F1
312571_1,3G_F1,315592_2,3G_F1
312571_2,3G_F1,317841_2,3G_F1
312571_3,3G_F1,312568_3,3G_F1
312571_3,3G_F1,318976_1,3G_F1
312571_3,3G_F1,312569_3,3G_F1
312571_3,3G_F1,312567_2,3G_F1
312571_3,3G_F1,312575_3,3G_F1
312571_3,3G_F1,317841_3,3G_F1
312571_2,3G_F1,318981_2,3G_F1
312571_1,3G_F1,312570_2,3G_F1
312571_3,3G_F1,312585_3,3G_F1
312571_3,3G_F1,312527_3,3G_F1
312571_1,3G_F1,312560_1,3G_F1
312571_3,3G_F1,312547_2,3G_F1
312571_3,3G_F1,312534_3,3G_F1
312571_2,3G_F1,318915_1,3G_F1
312571_2,3G_F1,310278_2,3G_F1
312571_3,3G_F1,312574_3,3G_F1
312571_2,3G_F1,312569_2,3G_F1
312571_1,3G_F1,312568_2,3G_F1
312571_3,3G_F1,312572_3,3G_F1
312571_1,3G_F1,318860_3,3G_F1
312571_2,3G_F1,318917_2,3G_F1
312571_1,3G_F1,315145_2,3G_F1
312571_1,3G_F1,312588_3,3G_F1
312571_1,3G_F1,312585_3,3G_F1
312571_2,3G_F1,312575_1,3G_F1
312571_2,3G_F1,312575_3,3G_F1
312571_3,3G_F1,310278_2,3G_F1
312571_3,3G_F1,312573_3,3G_F1
312571_1,3G_F1,315533_3,3G_F1
312571_3,3G_F1,312567_3,3G_F1
312571_2,3G_F1,312588_2,3G_F1
312571_3,3G_F1,314513_3,3G_F1
312571_1,3G_F1,315157_1,3G_F1
312571_2,3G_F1,312534_3,3G_F1
312571_2,3G_F1,315157_2,3G_F1
312571_3,3G_F1,312568_2,3G_F1
312571_2,3G_F1,310017_2,3G_F1
312571_2,3G_F1,312568_2,3G_F1
312571_3,3G_F1,315157_3,3G_F1
312571_3,3G_F1,318985_3,3G_F1
312571_3,3G_F1,313005_3,3G_F1
312571_3,3G_F1,312571_2,3G_F1
312571_3,3G_F1,312571_1,3G_F1
312571_2,3G_F1,312573_1,3G_F1
312571_1,3G_F1,315157_2,3G_F1
312571_2,3G_F1,312574_2,3G_F1
312571_2,3G_F1,312573_3,3G_F1
312571_2,3G_F1,312567_2,3G_F1
312571_1,3G_F1,312560_3,3G_F1
312571_1,3G_F1,312569_1,3G_F1
312571_1,3G_F1,312568_1,3G_F1
312571_1,3G_F1,312563_1,3G_F1
312571_1,3G_F1,318860_2,3G_F1
312571_1,3G_F1,312561_3,3G_F1
312571_3,3G_F1,315157_2,3G_F1
312571_3,3G_F1,314083_2,3G_F1
312571_1,3G_F1,312570_1,3G_F1
312571_1,3G_F1,318976_2,3G_F1
312571_2,3G_F1,312570_2,3G_F1
312571_1,3G_F1,318978_3,3G_F1
312571_1,3G_F1,312561_2,3G_F1
312571_1,3G_F1,314509_3,3G_F1
312571_1,3G_F1,312563_2,3G_F1
312571_1,3G_F1,318880_3,3G_F1
312571_1,3G_F1,312567_2,3G_F1
312571_3,3G_F1,318976_2,3G_F1
312571_1,3G_F1,312562_3,3G_F1
312571_1,3G_F1,318880_1,3G_F1
312571_1,3G_F1,312560_2,3G_F1
312571_1,3G_F1,313005_2,3G_F1
312571_3,3G_F1,312572_1,3G_F1
312571_1,3G_F1,312585_1,3G_F1
312571_1,3G_F1,318978_1,3G_F1
312571_1,3G_F1,312561_1,3G_F1
312571_2,3G_F1,312575_2,3G_F1
312571_1,3G_F1,311990_3,3G_F1
312571_2,3G_F1,318976_2,3G_F1
312571_2,3G_F1,312534_2,3G_F1
312571_2,3G_F1,312527_2,3G_F1
312571_1,3G_F1,313005_1,3G_F1
312571_3,3G_F1,318981_2,3G_F1
312571_2,3G_F1,310017_3,3G_F1
312571_3,3G_F1,318981_1,3G_F1
312571_3,3G_F1,314083_3,3G_F1
312571_3,3G_F1,312572_2,3G_F1
312571_1,3G_F1,318976_3,3G_F1
312571_2,3G_F1,317621_2,3G_F1
312571_2,3G_F1,315533_3,3G_F1
312571_1,3G_F1,312588_2,3G_F1
312571_3,3G_F1,317633_3,3G_F1
312571_1,3G_F1,315533_1,3G_F1
312571_2,3G_F1,315533_2,3G_F1
312571_3,3G_F1,317633_2,3G_F1
312571_2,3G_F1,310828_1,3G_F1
312571_2,3G_F1,310017_1,3G_F1
312571_1,3G_F1,312559_1,3G_F1
312571_2,3G_F1,314513_2,3G_F1
312571_1,3G_F1,317621_3,3G_F1
312571_2,3G_F1,317621_3,3G_F1
312571_1,3G_F1,315157_3,3G_F1
312571_1,3G_F1,318089_2,3G_F1
312571_2,3G_F1,312576_2,3G_F1
312571_2,3G_F1,312566_2,3G_F1
312571_2,3G_F1,312573_2,3G_F1
312571_2,3G_F1,312576_3,3G_F1
312571_2,3G_F1,312526_2,3G_F1
312571_1,3G_F1,312554_3,3G_F1
312571_2,3G_F1,312538_3,3G_F1
312571_2,3G_F1,312585_3,3G_F1
312571_1,3G_F1,312574_1,3G_F1
312571_2,3G_F1,312572_3,3G_F1
312571_1,3G_F1,312553_3,3G_F1
312571_1,3G_F1,318976_1,3G_F1
312571_1,3G_F1,312559_3,3G_F1
312571_2,3G_F1,312570_3,3G_F1
312571_2,3G_F1,318915_2,3G_F1
312571_2,3G_F1,312572_2,3G_F1
312571_2,3G_F1,312581_3,3G_F1
312571_2,3G_F1,312581_2,3G_F1
312571_1,3G_F1,312588_1,3G_F1
312571_2,3G_F1,318976_3,3G_F1
312571_1,3G_F1,318978_2,3G_F1
312571_1,3G_F1,311990_2,3G_F1
312571_1,3G_F1,312575_1,3G_F1
312571_1,3G_F1,315533_2,3G_F1
312571_2,3G_F1,318880_2,3G_F1
312571_3,3G_F1,318976_3,3G_F1
312571_1,3G_F1,312572_2,3G_F1
312571_3,3G_F1,312523_3,3G_F1
312571_2,3G_F1,315533_1,3G_F1
312571_2,3G_F1,313005_2,3G_F1
312571_2,3G_F1,312547_2,3G_F1
312570_1,3G_F1,312570_2,3G_F1
312570_1,3G_F1,312569_2,3G_F1
312570_1,3G_F1,318978_3,3G_F1
312570_1,3G_F1,312585_3,3G_F1
312570_1,3G_F1,312588_3,3G_F1
312570_2,3G_F1,312570_1,3G_F1
312570_2,3G_F1,312570_3,3G_F1
312570_3,3G_F1,312571_1,3G_F1
312570_2,3G_F1,317841_1,3G_F1
312570_2,3G_F1,318880_2,3G_F1
312570_3,3G_F1,312568_2,3G_F1
312570_2,3G_F1,312585_3,3G_F1
312570_2,3G_F1,312574_1,3G_F1
312570_1,3G_F1,312560_2,3G_F1
312570_1,3G_F1,315157_2,3G_F1
312570_3,3G_F1,312570_1,3G_F1
312570_3,3G_F1,312570_2,3G_F1
312570_3,3G_F1,312588_3,3G_F1
312570_1,3G_F1,312559_3,3G_F1
312570_3,3G_F1,317841_1,3G_F1
312570_1,3G_F1,312563_1,3G_F1
312570_1,3G_F1,318880_2,3G_F1
312570_2,3G_F1,312588_3,3G_F1
312570_1,3G_F1,318880_3,3G_F1
312570_1,3G_F1,313005_1,3G_F1
312570_2,3G_F1,317841_2,3G_F1
312570_1,3G_F1,312569_1,3G_F1
312570_1,3G_F1,318978_1,3G_F1
312570_1,3G_F1,318880_1,3G_F1
312570_2,3G_F1,312569_2,3G_F1
312570_2,3G_F1,315533_2,3G_F1
312570_2,3G_F1,312575_1,3G_F1
312570_1,3G_F1,314509_3,3G_F1
312570_2,3G_F1,315533_3,3G_F1
312570_1,3G_F1,312570_3,3G_F1
312570_2,3G_F1,318978_3,3G_F1
312570_1,3G_F1,312571_1,3G_F1
312570_1,3G_F1,312561_2,3G_F1
312570_1,3G_F1,312561_3,3G_F1
312570_3,3G_F1,312585_3,3G_F1
312570_2,3G_F1,312571_2,3G_F1
312570_2,3G_F1,312571_1,3G_F1
312570_2,3G_F1,312572_2,3G_F1
312570_2,3G_F1,317841_3,3G_F1
312570_2,3G_F1,315533_1,3G_F1
312570_1,3G_F1,315157_1,3G_F1
312570_2,3G_F1,312567_2,3G_F1
312570_1,3G_F1,318860_3,3G_F1
312570_2,3G_F1,317621_3,3G_F1
312570_1,3G_F1,315533_3,3G_F1
312570_3,3G_F1,315157_2,3G_F1
312570_3,3G_F1,312574_1,3G_F1
312570_2,3G_F1,315157_2,3G_F1
312570_2,3G_F1,318915_1,3G_F1
312570_1,3G_F1,312560_3,3G_F1
312570_2,3G_F1,312561_2,3G_F1
312570_3,3G_F1,318976_2,3G_F1
312570_2,3G_F1,318976_1,3G_F1
312570_3,3G_F1,315533_1,3G_F1
312570_2,3G_F1,318917_2,3G_F1
312570_2,3G_F1,312568_2,3G_F1
312570_3,3G_F1,312569_2,3G_F1
312570_1,3G_F1,315145_2,3G_F1
312570_1,3G_F1,312568_1,3G_F1
312570_3,3G_F1,312567_2,3G_F1
312570_2,3G_F1,312581_3,3G_F1
312570_2,3G_F1,318978_2,3G_F1
312570_1,3G_F1,318976_1,3G_F1
312570_1,3G_F1,311990_3,3G_F1
312570_3,3G_F1,315157_1,3G_F1
312570_2,3G_F1,315157_1,3G_F1
312570_1,3G_F1,312581_1,3G_F1
312570_2,3G_F1,312581_1,3G_F1
312570_1,3G_F1,317841_1,3G_F1
312570_2,3G_F1,312583_3,3G_F1
312570_3,3G_F1,318976_1,3G_F1
312570_3,3G_F1,318880_2,3G_F1
312570_1,3G_F1,315533_1,3G_F1
312570_1,3G_F1,312572_2,3G_F1
312570_2,3G_F1,313005_2,3G_F1
312570_1,3G_F1,312563_2,3G_F1
312570_2,3G_F1,312581_2,3G_F1
312569_1,3G_F1,312569_2,3G_F1
312569_1,3G_F1,312569_3,3G_F1
312569_1,3G_F1,313005_2,3G_F1
312569_1,3G_F1,312562_3,3G_F1
312569_1,3G_F1,312562_2,3G_F1
312569_1,3G_F1,312563_2,3G_F1
312569_1,3G_F1,312560_3,3G_F1
312569_1,3G_F1,312562_1,3G_F1
312569_2,3G_F1,312568_2,3G_F1
312569_1,3G_F1,315535_2,3G_F1
312569_2,3G_F1,312569_1,3G_F1
312569_2,3G_F1,312569_3,3G_F1
312569_2,3G_F1,312585_2,3G_F1
312569_2,3G_F1,312570_1,3G_F1
312569_2,3G_F1,312574_1,3G_F1
312569_1,3G_F1,315145_1,3G_F1
312569_3,3G_F1,313005_2,3G_F1
312569_1,3G_F1,315145_3,3G_F1
312569_2,3G_F1,312567_2,3G_F1
312569_3,3G_F1,314083_2,3G_F1
312569_3,3G_F1,312569_1,3G_F1
312569_3,3G_F1,312569_2,3G_F1
312569_2,3G_F1,312588_3,3G_F1
312569_1,3G_F1,312559_2,3G_F1
312569_3,3G_F1,312538_3,3G_F1
312569_1,3G_F1,318979_2,3G_F1
312569_2,3G_F1,312585_3,3G_F1
312569_3,3G_F1,313005_3,3G_F1
312569_1,3G_F1,313005_1,3G_F1
312569_1,3G_F1,318880_1,3G_F1
312569_3,3G_F1,318880_3,3G_F1
312569_3,3G_F1,312571_3,3G_F1
312569_1,3G_F1,318979_1,3G_F1
312569_1,3G_F1,318917_2,3G_F1
312569_1,3G_F1,312570_1,3G_F1
312569_1,3G_F1,312559_3,3G_F1
312569_3,3G_F1,312568_1,3G_F1
312569_2,3G_F1,317841_1,3G_F1
312569_2,3G_F1,318880_2,3G_F1
312569_3,3G_F1,312568_3,3G_F1
312569_1,3G_F1,312553_3,3G_F1
312569_1,3G_F1,315592_2,3G_F1
312569_2,3G_F1,318976_2,3G_F1
312569_3,3G_F1,312568_2,3G_F1
312569_1,3G_F1,318880_3,3G_F1
312569_3,3G_F1,312575_3,3G_F1
312569_2,3G_F1,312570_2,3G_F1
312569_2,3G_F1,318880_3,3G_F1
312569_1,3G_F1,318880_2,3G_F1
312569_3,3G_F1,312527_3,3G_F1
312569_1,3G_F1,312567_1,3G_F1
312569_1,3G_F1,314789_3,3G_F1
312569_1,3G_F1,311990_3,3G_F1
312569_2,3G_F1,318978_1,3G_F1
