These cols are required for the NL stats import. ,,,,,,,,,,
"=> the RNC_BSC and NCELL_RNC_BSC are optional, if they are included, their text is concatenated to the start of the cell ids",,,,,,,,,,
"=> the CELL, NCELL, LAYER, NCELL_LAYER are all required.",,,,,,,,,,
"=> the stats can be raw (in which case they will be converted to % of total atts per cell), or pre-processed (assumed to be already in the % atts of total cell atts).  Note: the atts can be mr reports or counter attempts or whatever.",,,,,,,,,,
"=> is nbr, action, nl_size_new, dist are optional, click use if you have the data => these are good to have as they will be shown in the review dialog",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
RNC_BSC,CELL,LAYER,NCELL_RNC_BSC,NCELL,NCELL_LAYER,STATS,IS_NBR,ACTION,NL_SIZE_NEW,DIST_KM
,146156_3,LTE_F1,,146146_3,LTE_F1,6836,Y,,,6.204
,146156_1,LTE_F1,,141868_1,LTE_F1,4528,Y,,,5.633
,146156_3,LTE_F1,,140746_2,LTE_F1,4829,Y,,,6.841
,146156_1,LTE_F1,,140645_3,LTE_F1,9158,Y,,,6.141
,146156_1,LTE_F1,,144475_3,LTE_F1,488,Y,,,3.39
,146156_2,LTE_F1,,146158_3,LTE_F1,780,Y,,,9.14
,146156_1,LTE_F1,,141868_3,LTE_F1,3812,Y,,,8.147
,146156_2,LTE_F1,,142413_1,LTE_F1,9106,Y,,,6.37
,146156_3,LTE_F1,,140764_2,LTE_F1,5667,Y,,,3.525
,146156_1,LTE_F1,,145435_1,LTE_F1,7418,Y,,,5.647
,146156_1,LTE_F1,,140746_2,LTE_F1,2066,Y,,,4.264
,146156_1,LTE_F1,,140658_3,LTE_F1,8719,Y,,,8.714
,146156_1,LTE_F1,,141868_2,LTE_F1,2946,Y,,,6.3
,146156_1,LTE_F1,,140741_3,LTE_F1,366,Y,,,5.351
,146156_1,LTE_F1,,140948_3,LTE_F1,1335,Y,,,2.757
,146156_2,LTE_F1,,141447_2,LTE_F1,4876,Y,,,1.557
,146156_1,LTE_F1,,144605_3,LTE_F1,462,Y,,,4.997
,146156_1,LTE_F1,,140947_3,LTE_F1,5737,Y,,,7.721
,146156_1,LTE_F1,,140730_3,LTE_F1,8272,Y,,,0.921
,146156_3,LTE_F1,,146158_3,LTE_F1,3948,Y,,,4.811
,146156_1,LTE_F1,,144473_3,LTE_F1,2634,Y,,,4.538
,146156_1,LTE_F1,,140483_3,LTE_F1,194,Y,,,1.456
,146156_1,LTE_F1,,149339_1,LTE_F1,2607,Y,,,9.329
,146156_3,LTE_F1,,146181_1,LTE_F1,5366,Y,,,1.314
,146156_1,LTE_F1,,140746_3,LTE_F1,3965,Y,,,5.652
,146156_1,LTE_F1,,140810_1,LTE_F1,7900,Y,,,3.412
,146156_3,LTE_F1,,141440_1,LTE_F1,9139,Y,,,8.656
,146156_3,LTE_F1,,141440_2,LTE_F1,4840,Y,,,4.691
,146156_3,LTE_F1,,144556_3,LTE_F1,9888,Y,,,7.137
,146156_3,LTE_F1,,149339_1,LTE_F1,2469,Y,,,6.735
,146156_1,LTE_F1,,140723_3,LTE_F1,635,Y,,,1.93
,146156_2,LTE_F1,,144225_3,LTE_F1,3040,Y,,,1.308
,146156_3,LTE_F1,,144467_3,LTE_F1,5861,Y,,,3.793
,146156_3,LTE_F1,,140482_2,LTE_F1,3218,Y,,,4.86
,146156_3,LTE_F1,,144352_1,LTE_F1,3138,Y,,,7.055
,146156_3,LTE_F1,,144352_2,LTE_F1,1145,Y,,,7.014
,146156_1,LTE_F1,,146166_3,LTE_F1,9303,Y,,,7.58
,146156_2,LTE_F1,,141879_3,LTE_F1,1596,Y,,,2.541
,146156_3,LTE_F1,,140482_1,LTE_F1,9483,Y,,,6.435
,146156_1,LTE_F1,,144571_1,LTE_F1,59,Y,,,9.485
,146156_1,LTE_F1,,144606_3,LTE_F1,8081,Y,,,5.092
,146156_3,LTE_F1,,141879_3,LTE_F1,9202,Y,,,8.509
,146156_3,LTE_F1,,144571_2,LTE_F1,9778,Y,,,8.86
,146156_2,LTE_F1,,144352_1,LTE_F1,6245,Y,,,7.752
,146156_1,LTE_F1,,144586_1,LTE_F1,6772,Y,,,3.617
,146156_2,LTE_F1,,141868_3,LTE_F1,3822,Y,,,3.376
,146156_3,LTE_F1,,144571_1,LTE_F1,2574,Y,,,8.493
,146156_1,LTE_F1,,149695_1,LTE_F1,750,Y,,,7.238
,146156_3,LTE_F1,,146166_3,LTE_F1,9738,Y,,,0.855
,146156_3,LTE_F1,,144563_3,LTE_F1,4254,Y,,,8.78
,146156_3,LTE_F1,,141868_3,LTE_F1,7568,Y,,,6.348
,146156_3,LTE_F1,,140947_3,LTE_F1,9706,Y,,,0.296
,146156_3,LTE_F1,,140645_3,LTE_F1,6912,Y,,,4.902
,146156_3,LTE_F1,,145435_2,LTE_F1,4774,Y,,,8.274
,146156_3,LTE_F1,,140713_3,LTE_F1,5498,Y,,,9.308
,146156_3,LTE_F1,,140821_3,LTE_F1,8302,Y,,,9.142
,146156_2,LTE_F1,,141868_2,LTE_F1,4453,Y,,,3.222
,146156_3,LTE_F1,,143510_2,LTE_F1,3503,Y,,,7.799
,146156_3,LTE_F1,,144612_3,LTE_F1,2717,Y,,,9.123
,146156_3,LTE_F1,,140708_3,LTE_F1,1238,Y,,,2.516
,146156_1,LTE_F1,,140708_3,LTE_F1,7648,Y,,,5.892
,146156_2,LTE_F1,,144683_2,LTE_F1,6513,Y,,,0.334
,146156_3,LTE_F1,,144713_1,LTE_F1,2177,Y,,,0.134
,146158_1,LTE_F1,,146158_3,LTE_F1,9246,Y,,,8.779
,146158_1,LTE_F1,,146158_2,LTE_F1,726,Y,,,1.525
,146158_1,LTE_F1,,140821_3,LTE_F1,1334,Y,,,3.919
,146158_1,LTE_F1,,140758_3,LTE_F1,506,Y,,,1.707
,146158_1,LTE_F1,,140668_1,LTE_F1,7779,Y,,,3.011
,146158_1,LTE_F1,,140810_1,LTE_F1,4559,Y,,,8.124
,146158_3,LTE_F1,,144586_3,LTE_F1,1443,Y,,,7.202
,146158_3,LTE_F1,,143850_1,LTE_F1,3763,Y,,,1.771
,146158_1,LTE_F1,,144225_3,LTE_F1,1887,Y,,,0.838
,146158_1,LTE_F1,,140821_1,LTE_F1,1484,Y,,,8.424
,146158_3,LTE_F1,,143850_2,LTE_F1,2883,Y,,,5.359
,146158_3,LTE_F1,,144601_3,LTE_F1,7406,Y,,,0.571
,146158_3,LTE_F1,,144563_3,LTE_F1,2873,Y,,,8.754
,146158_1,LTE_F1,,145435_2,LTE_F1,4232,Y,,,5.783
,146158_1,LTE_F1,,140821_2,LTE_F1,5626,Y,,,6.198
,146158_3,LTE_F1,,140741_2,LTE_F1,6624,Y,,,5.318
,146158_1,LTE_F1,,147490_1,LTE_F1,9261,Y,,,2.489
,146158_3,LTE_F1,,141447_3,LTE_F1,6293,Y,,,5.01
,146158_1,LTE_F1,,140756_3,LTE_F1,4525,Y,,,9.059
,146158_2,LTE_F1,,146158_3,LTE_F1,6190,Y,,,3.794
,146158_2,LTE_F1,,146158_1,LTE_F1,6691,Y,,,2.719
,146158_3,LTE_F1,,141440_3,LTE_F1,7454,Y,,,1.051
,146158_2,LTE_F1,,140800_1,LTE_F1,9906,Y,,,5.222
,146158_2,LTE_F1,,140668_1,LTE_F1,1443,Y,,,7.421
,146158_2,LTE_F1,,140800_2,LTE_F1,8974,Y,,,5.411
,146158_2,LTE_F1,,140668_3,LTE_F1,907,Y,,,3.917
,146158_2,LTE_F1,,140758_3,LTE_F1,1565,Y,,,8.02
,146158_2,LTE_F1,,140667_3,LTE_F1,405,Y,,,4.818
,146158_1,LTE_F1,,144683_2,LTE_F1,8190,Y,,,3.071
,146158_2,LTE_F1,,143510_2,LTE_F1,2640,Y,,,1.007
,146158_1,LTE_F1,,143092_3,LTE_F1,2543,Y,,,0.522
,146158_1,LTE_F1,,140741_2,LTE_F1,4698,Y,,,1.752
,146158_1,LTE_F1,,140667_3,LTE_F1,610,Y,,,2.489
,146158_1,LTE_F1,,144713_1,LTE_F1,2160,Y,,,4.094
,146158_3,LTE_F1,,146166_3,LTE_F1,1061,Y,,,9.852
,146158_3,LTE_F1,,144683_2,LTE_F1,4554,Y,,,9.501
,146158_3,LTE_F1,,140652_3,LTE_F1,9889,Y,,,6.757
,146158_3,LTE_F1,,144352_3,LTE_F1,7845,Y,,,4.61
,146158_3,LTE_F1,,144265_2,LTE_F1,8922,Y,,,9.079
,146158_3,LTE_F1,,146158_2,LTE_F1,9199,Y,,,7.274
,146158_3,LTE_F1,,146158_1,LTE_F1,890,Y,,,1.638
,146158_3,LTE_F1,,143510_2,LTE_F1,540,Y,,,3.715
,146158_3,LTE_F1,,140800_1,LTE_F1,6422,Y,,,2.179
,146158_3,LTE_F1,,143510_1,LTE_F1,9020,Y,,,2.989
,146158_3,LTE_F1,,146181_2,LTE_F1,1219,Y,,,5.964
,146158_3,LTE_F1,,144467_2,LTE_F1,7915,Y,,,1.283
,146158_3,LTE_F1,,144467_3,LTE_F1,6469,Y,,,9.752
,146158_1,LTE_F1,,141440_1,LTE_F1,22,Y,,,8.608
,146158_3,LTE_F1,,143092_3,LTE_F1,1289,Y,,,5.489
,146158_3,LTE_F1,,143510_3,LTE_F1,9479,Y,,,6.268
,146158_3,LTE_F1,,141440_2,LTE_F1,1587,Y,,,2.246
,146158_3,LTE_F1,,144713_3,LTE_F1,7278,Y,,,6.227
,146158_3,LTE_F1,,140672_1,LTE_F1,6378,Y,,,8.947
,146158_3,LTE_F1,,146156_3,LTE_F1,1487,Y,,,4.057
,146158_2,LTE_F1,,140668_2,LTE_F1,6477,Y,,,0.119
,146158_3,LTE_F1,,144713_1,LTE_F1,61,Y,,,7.419
,146158_1,LTE_F1,,143850_3,LTE_F1,2178,Y,,,3.785
,146158_3,LTE_F1,,141440_1,LTE_F1,4415,Y,,,3.622
,146158_3,LTE_F1,,140648_3,LTE_F1,1035,Y,,,5.027
,146158_3,LTE_F1,,140821_1,LTE_F1,4770,Y,,,1.066
,146158_3,LTE_F1,,149695_2,LTE_F1,1826,Y,,,1.225
,146158_3,LTE_F1,,145435_2,LTE_F1,6741,Y,,,4.687
,146158_3,LTE_F1,,143850_3,LTE_F1,3042,Y,,,3.057
,146158_3,LTE_F1,,144225_3,LTE_F1,1512,Y,,,4.159
,146158_3,LTE_F1,,146156_2,LTE_F1,1673,Y,,,3.171
,146158_3,LTE_F1,,140482_1,LTE_F1,2167,Y,,,5.504
,146158_3,LTE_F1,,146181_1,LTE_F1,162,Y,,,0.067
,146158_3,LTE_F1,,140821_3,LTE_F1,5920,Y,,,2.333
,146158_3,LTE_F1,,140664_3,LTE_F1,3200,Y,,,6.932
,146158_1,LTE_F1,,140668_2,LTE_F1,2288,Y,,,7.26
,146158_3,LTE_F1,,140713_3,LTE_F1,5678,Y,,,3.848
,146158_3,LTE_F1,,140758_3,LTE_F1,2267,Y,,,9.483
,146158_1,LTE_F1,,144713_3,LTE_F1,8203,Y,,,8.663
,146158_3,LTE_F1,,144571_2,LTE_F1,5877,Y,,,9.981
,146158_3,LTE_F1,,149339_3,LTE_F1,8990,Y,,,3.396
,146158_1,LTE_F1,,140800_2,LTE_F1,1790,Y,,,8.886
,146158_1,LTE_F1,,140668_3,LTE_F1,7446,Y,,,2.738
,146158_2,LTE_F1,,143092_3,LTE_F1,3860,Y,,,7.403
,146158_3,LTE_F1,,140800_2,LTE_F1,3882,Y,,,9.655
,146158_3,LTE_F1,,140672_3,LTE_F1,7055,Y,,,7.233
,146158_3,LTE_F1,,140800_3,LTE_F1,4898,Y,,,6.595
,146158_3,LTE_F1,,149695_3,LTE_F1,338,Y,,,1.182
,146158_2,LTE_F1,,144713_2,LTE_F1,665,Y,,,9.885
,146158_3,LTE_F1,,140741_3,LTE_F1,2217,Y,,,4.46
,146158_3,LTE_F1,,140819_2,LTE_F1,8124,Y,,,3.174
,146158_3,LTE_F1,,140668_1,LTE_F1,7216,Y,,,8.228
,146158_3,LTE_F1,,146146_3,LTE_F1,7817,Y,,,7.852
,146158_1,LTE_F1,,140758_2,LTE_F1,8449,Y,,,1.993
,146158_1,LTE_F1,,140800_1,LTE_F1,1681,Y,,,3.091
,146158_3,LTE_F1,,145283_3,LTE_F1,2537,Y,,,5.68
,146158_3,LTE_F1,,144475_3,LTE_F1,1394,Y,,,0.997
,146158_3,LTE_F1,,140741_1,LTE_F1,3516,Y,,,2.233
,146158_2,LTE_F1,,140821_3,LTE_F1,6444,Y,,,5.16
,146158_3,LTE_F1,,140666_2,LTE_F1,8862,Y,,,8.772
,146158_3,LTE_F1,,140756_3,LTE_F1,6362,Y,,,9.469
,146158_1,LTE_F1,,149339_3,LTE_F1,2753,Y,,,4.136
,146158_3,LTE_F1,,140758_1,LTE_F1,3922,Y,,,4.414
,146158_3,LTE_F1,,142413_3,LTE_F1,4713,Y,,,6.781
,146158_2,LTE_F1,,146154_3,LTE_F1,3923,Y,,,4.552
,146158_3,LTE_F1,,144612_3,LTE_F1,4883,Y,,,1.436
,146158_1,LTE_F1,,141447_1,LTE_F1,9689,Y,,,8.308
,146158_3,LTE_F1,,140810_1,LTE_F1,6251,Y,,,8.429
,146158_3,LTE_F1,,140756_1,LTE_F1,145,Y,,,8.977
,146158_2,LTE_F1,,140810_1,LTE_F1,2733,Y,,,1.507
,146158_1,LTE_F1,,143510_1,LTE_F1,5313,Y,,,8.913
,146158_1,LTE_F1,,141440_2,LTE_F1,7833,Y,,,8.694
,146158_1,LTE_F1,,144713_2,LTE_F1,7548,Y,,,2.436
,146158_1,LTE_F1,,146148_1,LTE_F1,6291,Y,,,4.902
,146158_1,LTE_F1,,140746_2,LTE_F1,5508,Y,,,2.186
,146158_3,LTE_F1,,140746_2,LTE_F1,8808,Y,,,4.907
,146158_2,LTE_F1,,140673_1,LTE_F1,4391,Y,,,4.147
,146158_1,LTE_F1,,149695_2,LTE_F1,4997,Y,,,9.854
,146158_1,LTE_F1,,143510_2,LTE_F1,1147,Y,,,7.639
,146158_1,LTE_F1,,140764_2,LTE_F1,8145,Y,,,0.691
,146158_1,LTE_F1,,146154_3,LTE_F1,4165,Y,,,5.15
,146158_2,LTE_F1,,146148_1,LTE_F1,3846,Y,,,6.026
,146158_3,LTE_F1,,140810_3,LTE_F1,880,Y,,,9.743
,146158_1,LTE_F1,,146156_3,LTE_F1,7949,Y,,,4.526
,146158_1,LTE_F1,,140732_2,LTE_F1,1990,Y,,,4.497
,146158_1,LTE_F1,,149338_1,LTE_F1,2212,Y,,,7.047
,146158_1,LTE_F1,,149338_3,LTE_F1,4488,Y,,,0.184
,146158_1,LTE_F1,,144467_2,LTE_F1,8663,Y,,,6.763
,146158_1,LTE_F1,,144467_3,LTE_F1,7494,Y,,,9.784
,146158_1,LTE_F1,,146181_1,LTE_F1,1545,Y,,,9.011
,146158_1,LTE_F1,,141447_2,LTE_F1,6270,Y,,,7.151
,146158_1,LTE_F1,,149339_1,LTE_F1,1951,Y,,,2.068
,146158_1,LTE_F1,,140482_2,LTE_F1,1853,Y,,,9.827
,146158_1,LTE_F1,,140673_1,LTE_F1,8481,Y,,,0.769
,146158_1,LTE_F1,,144571_2,LTE_F1,3500,Y,,,7.573
,146158_1,LTE_F1,,149695_3,LTE_F1,6823,Y,,,6.661
,146158_1,LTE_F1,,140742_2,LTE_F1,2362,Y,,,2.815
,146158_1,LTE_F1,,146154_1,LTE_F1,1028,Y,,,7.202
,146158_1,LTE_F1,,140758_1,LTE_F1,6854,Y,,,2.956
,146158_2,LTE_F1,,146148_3,LTE_F1,8792,Y,,,9.782
,146158_1,LTE_F1,,140742_3,LTE_F1,3132,Y,,,7.24
,146158_1,LTE_F1,,140482_1,LTE_F1,6495,Y,,,5.321
,146158_2,LTE_F1,,140672_3,LTE_F1,3327,Y,,,1.651
,146158_1,LTE_F1,,141868_2,LTE_F1,1012,Y,,,9.226
,146160_1,LTE_F1,,146160_3,LTE_F1,2789,Y,,,8.62
,146160_1,LTE_F1,,146160_2,LTE_F1,3392,Y,,,7.012
,146160_1,LTE_F1,,140709_2,LTE_F1,6929,Y,,,1.035
,146160_2,LTE_F1,,140720_3,LTE_F1,6828,Y,,,4.425
,146160_1,LTE_F1,,141450_3,LTE_F1,9833,Y,,,7.445
,146160_2,LTE_F1,,147571_1,LTE_F1,8469,Y,,,0.924
,146160_1,LTE_F1,,140716_3,LTE_F1,5253,Y,,,1.748
,146160_2,LTE_F1,,141450_1,LTE_F1,8780,Y,,,7.552
,146160_1,LTE_F1,,140714_1,LTE_F1,2223,Y,,,6.476
,146160_3,LTE_F1,,141190_2,LTE_F1,7787,Y,,,1.65
,146160_2,LTE_F1,,144470_2,LTE_F1,7602,Y,,,5.052
,146160_3,LTE_F1,,141190_3,LTE_F1,3646,Y,,,7.999
,146160_3,LTE_F1,,144575_3,LTE_F1,7727,Y,,,3.805
,146160_2,LTE_F1,,140714_2,LTE_F1,1905,Y,,,0.657
,146160_2,LTE_F1,,140720_2,LTE_F1,493,Y,,,7.305
,146160_3,LTE_F1,,144713_2,LTE_F1,1250,Y,,,1.924
,146160_3,LTE_F1,,144090_3,LTE_F1,4143,Y,,,2.408
,146160_1,LTE_F1,,141450_2,LTE_F1,7267,Y,,,7.097
,146160_3,LTE_F1,,140731_3,LTE_F1,8771,Y,,,1.161
,146160_2,LTE_F1,,144605_2,LTE_F1,6813,Y,,,0.888
,146160_3,LTE_F1,,145261_1,LTE_F1,285,Y,,,2.125
,146160_3,LTE_F1,,146166_3,LTE_F1,2749,Y,,,2.127
,146160_3,LTE_F1,,144610_3,LTE_F1,4182,Y,,,0.933
,146160_3,LTE_F1,,144466_2,LTE_F1,6530,Y,,,0.892
,146160_3,LTE_F1,,140764_2,LTE_F1,4322,Y,,,5.058
,146160_2,LTE_F1,,146160_3,LTE_F1,8271,Y,,,0.03
,146160_2,LTE_F1,,146160_1,LTE_F1,1685,Y,,,4.791
,146160_2,LTE_F1,,140714_1,LTE_F1,5377,Y,,,3.638
,146160_2,LTE_F1,,140714_3,LTE_F1,5031,Y,,,1.541
,146160_2,LTE_F1,,141450_3,LTE_F1,7403,Y,,,0.668
,146160_2,LTE_F1,,140716_3,LTE_F1,6674,Y,,,3.097
,146160_1,LTE_F1,,140720_3,LTE_F1,9931,Y,,,0.388
,146160_3,LTE_F1,,141450_3,LTE_F1,2635,Y,,,9.178
,146160_2,LTE_F1,,146179_2,LTE_F1,2246,Y,,,8.874
,146160_3,LTE_F1,,149700_1,LTE_F1,9840,Y,,,1.584
,146160_2,LTE_F1,,140173_3,LTE_F1,1212,Y,,,0.663
,146160_2,LTE_F1,,140731_3,LTE_F1,6069,Y,,,1.574
,146160_2,LTE_F1,,140709_2,LTE_F1,8493,Y,,,7.444
,146160_3,LTE_F1,,140707_3,LTE_F1,4259,Y,,,0.405
,146160_3,LTE_F1,,140725_2,LTE_F1,3191,Y,,,1.93
,146160_3,LTE_F1,,141190_1,LTE_F1,6698,Y,,,9.675
,146160_1,LTE_F1,,140709_1,LTE_F1,3697,Y,,,5.423
,146160_3,LTE_F1,,140732_2,LTE_F1,1595,Y,,,5.129
,146160_2,LTE_F1,,140173_1,LTE_F1,488,Y,,,8.907
,146160_3,LTE_F1,,140720_3,LTE_F1,3937,Y,,,7.865
,146160_3,LTE_F1,,144684_1,LTE_F1,3698,Y,,,5.013
,146160_3,LTE_F1,,144607_1,LTE_F1,8950,Y,,,4.669
,146160_3,LTE_F1,,144470_2,LTE_F1,6256,Y,,,0.825
,146160_2,LTE_F1,,141450_2,LTE_F1,4089,Y,,,1.192
,146160_1,LTE_F1,,140731_3,LTE_F1,970,Y,,,1.39
,146160_3,LTE_F1,,146160_2,LTE_F1,126,Y,,,2.279
,146160_3,LTE_F1,,146160_1,LTE_F1,5959,Y,,,4.851
,146160_3,LTE_F1,,140709_2,LTE_F1,8607,Y,,,5.249
,146160_3,LTE_F1,,140757_1,LTE_F1,8630,Y,,,8.112
,146160_3,LTE_F1,,140680_1,LTE_F1,8365,Y,,,1.926
,146160_3,LTE_F1,,144469_1,LTE_F1,6116,Y,,,0.958
,146160_3,LTE_F1,,143092_1,LTE_F1,9559,Y,,,6.649
,146160_3,LTE_F1,,140709_3,LTE_F1,6021,Y,,,3.674
,146160_3,LTE_F1,,144686_3,LTE_F1,6868,Y,,,3.373
,146160_3,LTE_F1,,140757_2,LTE_F1,646,Y,,,7.492
,146160_3,LTE_F1,,140714_3,LTE_F1,3385,Y,,,1.223
,146160_1,LTE_F1,,147571_2,LTE_F1,5402,Y,,,0.975
,146160_3,LTE_F1,,140757_3,LTE_F1,7141,Y,,,7.488
,146160_2,LTE_F1,,140716_2,LTE_F1,7031,Y,,,0.002
,146160_3,LTE_F1,,146179_2,LTE_F1,442,Y,,,9.933
,146160_3,LTE_F1,,140173_3,LTE_F1,8880,Y,,,8.629
,146160_2,LTE_F1,,140707_3,LTE_F1,5853,Y,,,9.099
,146160_3,LTE_F1,,144572_2,LTE_F1,8778,Y,,,6.639
,146160_1,LTE_F1,,146166_2,LTE_F1,2811,Y,,,5.431
,146160_3,LTE_F1,,140727_3,LTE_F1,6614,Y,,,7.154
,146160_3,LTE_F1,,144572_3,LTE_F1,1233,Y,,,0.911
,146160_3,LTE_F1,,140716_3,LTE_F1,9651,Y,,,5.244
,146160_3,LTE_F1,,147572_2,LTE_F1,1075,Y,,,2.971
,146160_3,LTE_F1,,140948_3,LTE_F1,864,Y,,,8.77
,146160_3,LTE_F1,,140173_1,LTE_F1,5381,Y,,,2.096
,146160_3,LTE_F1,,144686_1,LTE_F1,8466,Y,,,0.45
,146160_3,LTE_F1,,140714_1,LTE_F1,148,Y,,,9.547
,146160_3,LTE_F1,,144572_1,LTE_F1,2624,Y,,,6.576
,146160_3,LTE_F1,,147572_3,LTE_F1,2506,Y,,,2.884
,146160_3,LTE_F1,,146155_1,LTE_F1,4770,Y,,,6.157
,146160_2,LTE_F1,,144608_3,LTE_F1,4434,Y,,,2.803
,146160_3,LTE_F1,,145261_2,LTE_F1,9918,Y,,,1.078
,146160_3,LTE_F1,,149338_1,LTE_F1,9452,Y,,,3.345
,146160_3,LTE_F1,,145261_3,LTE_F1,7498,Y,,,3.882
,146160_3,LTE_F1,,145237_1,LTE_F1,8644,Y,,,4.073
,146160_3,LTE_F1,,140742_3,LTE_F1,5214,Y,,,3.603
,146160_2,LTE_F1,,146155_1,LTE_F1,1222,Y,,,2.295
,146160_2,LTE_F1,,147571_2,LTE_F1,3271,Y,,,1.878
,146160_2,LTE_F1,,140757_2,LTE_F1,1483,Y,,,2.526
,146160_3,LTE_F1,,140687_3,LTE_F1,7674,Y,,,7.649
,146160_1,LTE_F1,,144470_2,LTE_F1,9451,Y,,,3.068
,146160_2,LTE_F1,,141190_2,LTE_F1,8043,Y,,,2.862
,146160_3,LTE_F1,,140708_2,LTE_F1,5963,Y,,,3.471
,146160_2,LTE_F1,,140725_2,LTE_F1,4975,Y,,,3.794
,146160_3,LTE_F1,,140675_1,LTE_F1,6497,Y,,,4.274
,146160_3,LTE_F1,,144242_3,LTE_F1,3245,Y,,,3.192
,146160_2,LTE_F1,,140173_2,LTE_F1,8545,Y,,,7.296
,146160_3,LTE_F1,,145237_2,LTE_F1,7415,Y,,,9.342
,146160_2,LTE_F1,,149340_2,LTE_F1,1011,Y,,,6.166
,146160_3,LTE_F1,,140725_3,LTE_F1,6185,Y,,,3.51
,146160_2,LTE_F1,,140764_2,LTE_F1,4837,Y,,,8.603
,146160_3,LTE_F1,,140732_1,LTE_F1,3127,Y,,,2.616
,146160_2,LTE_F1,,140750_2,LTE_F1,4121,Y,,,6.691
,146160_1,LTE_F1,,149340_2,LTE_F1,1558,Y,,,5.899
,146160_3,LTE_F1,,141450_1,LTE_F1,5226,Y,,,0.549
,146160_3,LTE_F1,,147571_3,LTE_F1,5155,Y,,,9.965
,146160_1,LTE_F1,,146179_2,LTE_F1,5762,Y,,,5.912
,146160_2,LTE_F1,,140712_2,LTE_F1,8542,Y,,,4.267
,146160_3,LTE_F1,,140739_3,LTE_F1,9283,Y,,,6.824
,146160_3,LTE_F1,,144710_1,LTE_F1,2166,Y,,,2.769
,146160_2,LTE_F1,,140757_1,LTE_F1,3898,Y,,,0.637
,146160_3,LTE_F1,,144563_3,LTE_F1,2883,Y,,,9.821
,146160_2,LTE_F1,,147571_3,LTE_F1,584,Y,,,6.017
,146160_1,LTE_F1,,147571_1,LTE_F1,683,Y,,,2.843
,146160_1,LTE_F1,,144608_3,LTE_F1,4468,Y,,,5.846
,146160_1,LTE_F1,,144090_3,LTE_F1,2633,Y,,,3.495
,146160_2,LTE_F1,,141875_3,LTE_F1,8865,Y,,,5.778
,146160_1,LTE_F1,,141450_1,LTE_F1,663,Y,,,2.308
,146160_2,LTE_F1,,140739_3,LTE_F1,5556,Y,,,5.11
,146160_2,LTE_F1,,144090_3,LTE_F1,3438,Y,,,8.502
,146160_2,LTE_F1,,146163_2,LTE_F1,6475,Y,,,6.115
,146160_1,LTE_F1,,140714_3,LTE_F1,466,Y,,,5.07
,146160_2,LTE_F1,,142992_3,LTE_F1,6636,Y,,,8.779
,146160_2,LTE_F1,,140641_3,LTE_F1,9187,Y,,,4.741
,146160_2,LTE_F1,,140686_3,LTE_F1,1331,Y,,,4.968
,146160_2,LTE_F1,,144677_1,LTE_F1,601,Y,,,4.081
,146160_2,LTE_F1,,141499_3,LTE_F1,292,Y,,,2.553
,146160_2,LTE_F1,,140745_3,LTE_F1,3061,Y,,,4.063
,146161_1,LTE_F1,,146161_3,LTE_F1,2234,Y,,,6.864
,146161_1,LTE_F1,,140680_1,LTE_F1,2472,Y,,,2.225
,146161_1,LTE_F1,,140669_3,LTE_F1,2966,Y,,,9.123
,146161_3,LTE_F1,,140675_2,LTE_F1,1806,Y,,,1.31
,146161_1,LTE_F1,,140681_1,LTE_F1,5256,Y,,,5.443
,146161_1,LTE_F1,,140669_2,LTE_F1,6919,Y,,,1.973
,146161_2,LTE_F1,,149336_2,LTE_F1,9960,Y,,,1.051
,146161_1,LTE_F1,,145789_1,LTE_F1,1775,Y,,,9.981
,146161_3,LTE_F1,,146155_3,LTE_F1,6253,Y,,,6.085
,146161_1,LTE_F1,,146155_3,LTE_F1,2392,Y,,,1.839
,146161_3,LTE_F1,,140693_3,LTE_F1,6984,Y,,,2.547
,146161_1,LTE_F1,,140701_3,LTE_F1,7959,Y,,,4.356
,146161_1,LTE_F1,,144468_1,LTE_F1,1396,Y,,,9.865
,146161_3,LTE_F1,,144718_1,LTE_F1,9693,Y,,,6.493
,146161_3,LTE_F1,,140698_3,LTE_F1,5410,Y,,,6.01
,146161_3,LTE_F1,,149709_2,LTE_F1,5881,Y,,,8.58
,146161_3,LTE_F1,,144718_3,LTE_F1,7869,Y,,,5.228
,146161_1,LTE_F1,,140664_2,LTE_F1,1745,Y,,,8.624
,146161_3,LTE_F1,,140686_3,LTE_F1,5970,Y,,,7.116
,146161_3,LTE_F1,,140744_3,LTE_F1,9242,Y,,,0.737
,146161_2,LTE_F1,,146161_3,LTE_F1,5013,Y,,,8.895
,146161_2,LTE_F1,,146161_1,LTE_F1,995,Y,,,1.446
,146161_2,LTE_F1,,140677_3,LTE_F1,1677,Y,,,3.712
,146161_2,LTE_F1,,140677_1,LTE_F1,4751,Y,,,3.882
,146161_3,LTE_F1,,146153_1,LTE_F1,4142,Y,,,0.795
,146161_1,LTE_F1,,140732_2,LTE_F1,6337,Y,,,7.293
,146161_3,LTE_F1,,144468_1,LTE_F1,537,Y,,,0.604
,146161_2,LTE_F1,,140669_2,LTE_F1,273,Y,,,6.899
,146161_3,LTE_F1,,149337_3,LTE_F1,2880,Y,,,9.052
,146161_2,LTE_F1,,146155_3,LTE_F1,6643,Y,,,5.621
