"remember, tems doesn't export lat-lon correctly when you export to .tab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"remember, col names need to be correct, but order is not important",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Mobile,TIME,LONGITUDE,LATITUDE,SC_1,RSCP_1,EcIo_1,SC_2,RSCP_2,EcIo_2,SC_3,RSCP_3,EcIo_3,SC_4,RSCP_4,EcIo_4,SC_5,RSCP_5,EcIo_5,SC_6,RSCP_6,EcIo_6,SC_7,RSCP_7,EcIo_7,SC_8,RSCP_8,EcIo_8,SC_9,RSCP_9,EcIo_9,SC_10,RSCP_10,EcIo_10,SC_11,RSCP_11,EcIo_11,SC_12,RSCP_12,EcIo_12,SC_13,RSCP_13,EcIo_13,SC_14,RSCP_14,EcIo_14,SC_15,RSCP_15,EcIo_15,SC_16,RSCP_16,EcIo_16,SC_17,RSCP_17,EcIo_17,SC_18,RSCP_18,EcIo_18,SC_19,RSCP_19,EcIo_19,SC_20,RSCP_20,EcIo_20
,,209,144.9323957,-37.82099564,310,-68.229,-2.229,294,-72.858,-6.858,494,-84.884,-18.884,290,-85.27,-19.27,146,-85.71,-19.71,490,-85.793,-19.793,228,-85.881,-19.881,502,-85.886,-19.886,30,-85.992,-19.992,220,-86.029,-20.029,474,-86.029,-20.029,470,-86.098,-20.098,112,-86.141,-20.141,132,-86.19,-20.19,440,-86.26,-20.26,456,-86.299,-20.299,136,-86.304,-20.304,248,-86.31,-20.31,242,-86.359,-20.359,320,-86.393,-20.393
,,395,144.9582836,-37.80721422,334,-71.808,-8.808,332,-72.431,-9.431,326,-72.742,-9.742,318,-74.064,-11.064,256,-74.101,-11.101,364,-75.247,-12.247,378,-76.84,-13.84,324,-78.505,-15.505,362,-78.982,-15.982,248,-81.636,-18.636,186,-82.679,-19.679,400,-83.013,-20.013,290,-83.157,-20.157,462,-83.179,-20.179,408,-83.25,-20.25,26,-83.304,-20.304,288,-83.387,-20.387,392,-83.471,-20.471,308,-83.487,-20.487,262,-83.521,-20.521
,,5156,144.8946388,-37.83117883,150,-70.161,-5.161,96,-70.333,-5.333,166,-74.604,-9.604,88,-77.792,-12.792,422,-84.731,-19.731,268,-84.976,-19.976,248,-85.103,-20.103,92,-85.136,-20.136,316,-85.168,-20.168,252,-85.184,-20.184,280,-85.239,-20.239,394,-85.244,-20.244,126,-85.266,-20.266,358,-85.266,-20.266,254,-85.31,-20.31,332,-85.359,-20.359,442,-85.37,-20.37,432,-85.404,-20.404,428,-85.454,-20.454,140,-85.465,-20.465
,,3246,144.947429,-37.80776098,382,-55.816,-0.816,366,-72.05,-17.05,94,-73.233,-18.233,270,-73.736,-18.736,234,-74.149,-19.149,240,-74.492,-19.492,362,-74.598,-19.598,292,-74.731,-19.731,490,-74.793,-19.793,316,-74.891,-19.891,70,-74.923,-19.923,344,-74.955,-19.955,118,-74.981,-19.981,128,-74.992,-19.992,390,-75.146,-20.146,486,-75.206,-20.206,196,-75.228,-20.228,248,-75.293,-20.293,414,-75.321,-20.321,440,-75.37,-20.37
,,1976,144.9095065,-37.79125539,442,-76.293,-5.293,434,-76.954,-5.954,450,-78.46,-7.46,158,-88.069,-17.069,150,-89.497,-18.497,118,-90.467,-19.467,476,-90.558,-19.558,26,-90.818,-19.818,6,-91.217,-20.217,474,-91.222,-20.222,302,-91.332,-20.332,102,-91.343,-20.343,216,-91.404,-20.404,324,-91.471,-20.471,264,-91.499,-20.499,270,-91.515,-20.515,452,-91.578,-20.578,24,-91.589,-20.589,168,-91.595,-20.595,458,-91.612,-20.612
,,993,144.903045,-37.82902762,318,-61.708,-0.708,180,-79.364,-18.364,450,-79.514,-18.514,268,-79.6,-18.6,80,-79.709,-18.709,328,-80.413,-19.413,452,-80.588,-19.588,94,-80.654,-19.654,122,-80.726,-19.726,30,-80.793,-19.793,422,-80.798,-19.798,170,-80.992,-19.992,490,-81.029,-20.029,462,-81.082,-20.082,406,-81.244,-20.244,480,-81.271,-20.271,26,-81.337,-20.337,40,-81.354,-20.354,298,-81.354,-20.354,244,-81.521,-20.521
,,611,144.9051576,-37.82864813,334,-63.467,-4.467,318,-65.536,-6.536,326,-65.889,-6.889,122,-78.3,-19.3,414,-78.634,-19.634,448,-79.002,-20.002,380,-79.093,-20.093,324,-79.211,-20.211,276,-79.304,-20.304,360,-79.31,-20.31,178,-79.321,-20.321,372,-79.321,-20.321,144,-79.348,-20.348,496,-79.387,-20.387,224,-79.398,-20.398,424,-79.443,-20.443,36,-79.476,-20.476,460,-79.482,-20.482,4,-79.544,-20.544,502,-79.549,-20.549
,,2509,144.8997938,-37.79246791,366,-56.942,-2.942,382,-60.135,-6.135,374,-69.134,-15.134,378,-73.403,-19.403,470,-73.578,-19.578,80,-73.746,-19.746,452,-73.751,-19.751,340,-74.179,-20.179,486,-74.239,-20.239,330,-74.255,-20.255,306,-74.26,-20.26,74,-74.387,-20.387,106,-74.387,-20.387,436,-74.409,-20.409,490,-74.409,-20.409,90,-74.415,-20.415,448,-74.426,-20.426,4,-74.437,-20.437,510,-74.504,-20.504,328,-74.527,-20.527
,,1009,144.9042054,-37.81188333,318,-71.565,-4.565,374,-72.812,-5.812,442,-74.418,-7.418,326,-82.47,-15.47,382,-85.497,-18.497,328,-85.613,-18.613,378,-86.168,-19.168,206,-86.634,-19.634,412,-86.654,-19.654,428,-86.736,-19.736,18,-86.992,-19.992,214,-87.098,-20.098,330,-87.228,-20.228,64,-87.31,-20.31,110,-87.359,-20.359,286,-87.398,-20.398,160,-87.437,-20.437,476,-87.465,-20.465,248,-87.471,-20.471,292,-87.487,-20.487
,,5302,144.8637832,-37.83469593,88,-56.682,-1.682,150,-67.178,-12.178,96,-69.924,-14.924,382,-71.13,-16.13,280,-74.527,-19.527,48,-74.685,-19.685,252,-74.705,-19.705,204,-74.72,-19.72,346,-74.767,-19.767,210,-74.886,-19.886,386,-74.992,-19.992,138,-75.061,-20.061,456,-75.228,-20.228,394,-75.326,-20.326,22,-75.359,-20.359,2,-75.37,-20.37,320,-75.409,-20.409,216,-75.426,-20.426,78,-75.431,-20.431,56,-75.504,-20.504
,,1710,144.8813135,-37.81945758,366,-60.851,-1.851,382,-67.829,-8.829,374,-76.786,-17.786,314,-78.363,-19.363,380,-78.674,-19.674,482,-78.674,-19.674,500,-78.674,-19.674,162,-78.844,-19.844,338,-78.844,-19.844,346,-78.902,-19.902,206,-79.007,-20.007,432,-79.114,-20.114,278,-79.354,-20.354,24,-79.37,-20.37,228,-79.387,-20.387,442,-79.426,-20.426,484,-79.493,-20.493,220,-79.515,-20.515,80,-79.549,-20.549,294,-79.561,-20.561
,,3956,144.8767382,-37.79569099,166,-63.874,-2.874,150,-68.333,-7.333,158,-72.569,-11.569,88,-79.879,-18.879,32,-80.659,-19.659,284,-80.897,-19.897,482,-80.976,-19.976,250,-81.018,-20.018,266,-81.071,-20.071,260,-81.152,-20.152,18,-81.239,-20.239,374,-81.271,-20.271,220,-81.293,-20.293,174,-81.348,-20.348,22,-81.365,-20.365,94,-81.426,-20.426,486,-81.437,-20.437,498,-81.448,-20.448,148,-81.471,-20.471,24,-81.476,-20.476
,,411,144.869481,-37.77713336,294,-83.372,-3.372,310,-87.762,-7.762,366,-89.432,-9.432,220,-92.552,-12.552,228,-96.537,-16.537,176,-98.852,-18.852,54,-99.168,-19.168,504,-99.448,-19.448,426,-100.05,-20.05,110,-100.206,-20.206,178,-100.255,-20.255,330,-100.266,-20.266,406,-100.271,-20.271,74,-100.277,-20.277,194,-100.321,-20.321,292,-100.348,-20.348,186,-100.359,-20.359,142,-100.431,-20.431,198,-100.459,-20.459,12,-100.465,-20.465
,,499,144.9009946,-37.82408603,326,-70.48,-3.48,318,-76.156,-9.156,334,-77.243,-10.243,324,-81.836,-14.836,332,-84.35,-17.35,306,-85.307,-18.307,256,-85.452,-18.452,22,-85.945,-18.945,78,-86.373,-19.373,486,-86.568,-19.568,252,-86.818,-19.818,372,-86.912,-19.912,362,-86.949,-19.949,498,-87.103,-20.103,144,-87.109,-20.109,268,-87.168,-20.168,122,-87.173,-20.173,222,-87.184,-20.184,254,-87.184,-20.184,48,-87.19,-20.19
,,5815,144.8742889,-37.76053065,96,-69.299,-3.299,88,-74.039,-8.039,340,-78.114,-12.114,382,-83.823,-17.823,80,-85.02,-19.02,90,-85.628,-19.628,380,-85.829,-19.829,346,-85.834,-19.834,268,-85.955,-19.955,330,-86.018,-20.018,442,-86.103,-20.103,418,-86.125,-20.125,286,-86.146,-20.146,188,-86.179,-20.179,410,-86.206,-20.206,140,-86.222,-20.222,160,-86.321,-20.321,500,-86.354,-20.354,204,-86.398,-20.398,190,-86.42,-20.42
,,2493,144.8853347,-37.79631812,366,-63.051,-4.051,382,-66.021,-7.021,374,-69.518,-10.518,314,-78.116,-19.116,182,-78.403,-19.403,398,-78.507,-19.507,192,-78.563,-19.563,144,-78.72,-19.72,438,-78.818,-19.818,80,-78.865,-19.865,312,-78.886,-19.886,138,-78.918,-19.918,412,-78.949,-19.949,456,-79.013,-20.013,348,-79.055,-20.055,58,-79.061,-20.061,334,-79.071,-20.071,486,-79.098,-20.098,452,-79.114,-20.114,96,-79.12,-20.12
,,5536,144.9002368,-37.7819819,88,-58.737,-1.737,96,-70.289,-13.289,80,-71.942,-14.942,48,-75.922,-18.922,50,-76.378,-19.378,374,-76.767,-19.767,76,-76.897,-19.897,150,-76.97,-19.97,258,-76.981,-19.981,488,-77.002,-20.002,134,-77.125,-20.125,268,-77.125,-20.125,176,-77.146,-20.146,280,-77.184,-20.184,58,-77.211,-20.211,346,-77.255,-20.255,252,-77.304,-20.304,240,-77.365,-20.365,34,-77.37,-20.37,250,-77.376,-20.376
,,2381,144.8331357,-37.82494911,316,-59.779,-1.779,332,-66.763,-8.763,324,-70.452,-12.452,392,-76.307,-18.307,494,-76.39,-18.39,236,-77.462,-19.462,138,-77.767,-19.767,22,-77.881,-19.881,64,-77.912,-19.912,166,-77.912,-19.912,52,-77.939,-19.939,58,-77.939,-19.939,472,-77.976,-19.976,450,-77.981,-19.981,374,-78.066,-20.066,4,-78.141,-20.141,418,-78.326,-20.326,296,-78.348,-20.348,404,-78.359,-20.359,216,-78.365,-20.365
,,516,144.8693503,-37.78778715,310,-57.688,-1.688,294,-63.839,-7.838,290,-74.591,-18.591,262,-75.02,-19.02,474,-75.092,-19.092,46,-75.644,-19.644,320,-75.654,-19.654,134,-75.72,-19.72,412,-75.756,-19.756,448,-75.803,-19.803,404,-75.824,-19.824,438,-75.844,-19.844,50,-76.007,-20.007,362,-76.087,-20.087,464,-76.163,-20.163,276,-76.179,-20.179,192,-76.201,-20.201,326,-76.228,-20.228,146,-76.277,-20.277,112,-76.299,-20.299
,,5781,144.9271167,-37.80146708,96,-69.55,-3.55,88,-71.68,-5.68,40,-84.29,-18.29,160,-84.842,-18.842,268,-85.011,-19.011,458,-85.125,-19.125,22,-85.168,-19.168,286,-85.304,-19.304,170,-85.368,-19.368,280,-85.762,-19.762,272,-85.824,-19.824,92,-85.907,-19.907,196,-85.944,-19.944,10,-85.997,-19.997,300,-86.029,-20.029,220,-86.082,-20.082,36,-86.12,-20.12,4,-86.13,-20.13,150,-86.13,-20.13,374,-86.184,-20.184
,,730,144.9281701,-37.78012084,334,-66.316,-2.316,324,-76.438,-12.438,332,-76.7,-12.7,326,-80.441,-16.441,452,-83.462,-19.462,156,-83.679,-19.679,318,-83.992,-19.992,130,-84.093,-20.093,94,-84.157,-20.157,482,-84.315,-20.315,302,-84.337,-20.337,314,-84.376,-20.376,168,-84.437,-20.437,308,-84.443,-20.443,72,-84.459,-20.459,384,-84.487,-20.487,44,-84.499,-20.499,388,-84.515,-20.515,328,-84.561,-20.561,106,-84.617,-20.617
,,1718,144.9794242,-37.81879163,450,-69.972,-4.972,324,-70.883,-5.883,316,-73.823,-8.823,318,-78.237,-13.237,434,-82.745,-17.745,138,-84.063,-19.063,502,-84.344,-19.344,30,-84.354,-19.354,406,-84.428,-19.428,36,-84.679,-19.679,196,-85.002,-20.002,370,-85.12,-20.12,340,-85.255,-20.255,130,-85.354,-20.354,246,-85.454,-20.454,50,-85.459,-20.459,192,-85.482,-20.482,480,-85.532,-20.532,372,-85.544,-20.544,350,-85.549,-20.549
,,5669,144.866716,-37.76789196,96,-71.328,-4.328,88,-71.516,-4.516,40,-85.654,-18.654,470,-86.583,-19.583,292,-86.598,-19.598,280,-86.664,-19.664,382,-86.897,-19.897,2,-86.902,-19.902,254,-87.023,-20.023,152,-87.055,-20.055,220,-87.12,-20.12,438,-87.136,-20.136,184,-87.173,-20.173,346,-87.179,-20.179,204,-87.304,-20.304,218,-87.304,-20.304,362,-87.348,-20.348,114,-87.365,-20.365,454,-87.376,-20.376,332,-87.398,-20.398
,,1428,144.8932961,-37.77831716,324,-60.639,-1.639,316,-68.634,-9.634,332,-74.308,-15.308,334,-78.006,-19.006,358,-78.275,-19.275,432,-78.634,-19.634,438,-78.855,-19.855,342,-79.034,-20.034,46,-79.045,-20.045,382,-79.05,-20.05,350,-79.071,-20.071,470,-79.152,-20.152,36,-79.157,-20.157,216,-79.206,-20.206,30,-79.217,-20.217,24,-79.222,-20.222,234,-79.25,-20.25,486,-79.315,-20.315,422,-79.332,-20.332,214,-79.337,-20.337
,,5777,144.8666928,-37.82378303,88,-62.076,-2.076,96,-70.977,-10.977,80,-72.156,-12.156,150,-78.121,-18.121,502,-79.563,-19.563,506,-79.634,-19.634,18,-79.741,-19.741,334,-79.881,-19.881,126,-79.939,-19.939,56,-79.949,-19.949,134,-79.955,-19.955,346,-79.992,-19.992,344,-80.018,-20.018,120,-80.082,-20.082,48,-80.114,-20.114,200,-80.114,-20.114,258,-80.266,-20.266,412,-80.31,-20.31,74,-80.348,-20.348,468,-80.393,-20.393
,,992,144.8324498,-37.81656428,318,-60.678,-0.678,180,-78.573,-18.573,328,-78.81,-18.81,268,-78.856,-18.856,80,-78.954,-18.954,490,-79.222,-19.222,30,-79.593,-19.593,94,-79.695,-19.695,452,-79.705,-19.705,450,-79.834,-19.834,260,-79.933,-19.933,188,-79.96,-19.96,122,-79.97,-19.97,406,-80.087,-20.087,298,-80.093,-20.093,462,-80.19,-20.19,170,-80.277,-20.277,40,-80.332,-20.332,204,-80.393,-20.393,422,-80.471,-20.471
,,4412,144.9495993,-37.81103343,166,-51.085,-3.085,158,-53.189,-5.189,150,-59.797,-11.797,386,-67.472,-19.472,110,-67.533,-19.532,250,-67.85,-19.85,144,-67.944,-19.944,326,-68.077,-20.077,284,-68.109,-20.109,12,-68.25,-20.25,434,-68.277,-20.277,216,-68.321,-20.321,472,-68.332,-20.332,48,-68.381,-20.381,42,-68.42,-20.42,414,-68.437,-20.437,210,-68.465,-20.465,296,-68.549,-20.549,38,-68.566,-20.566,186,-68.566,-20.566
,,5360,144.8588776,-37.81035773,88,-60.927,-2.927,96,-65.283,-7.283,382,-73.095,-15.095,340,-77.226,-19.226,80,-77.578,-19.578,50,-77.654,-19.654,374,-77.808,-19.808,220,-77.86,-19.86,346,-77.97,-19.97,502,-78.061,-20.061,36,-78.082,-20.082,268,-78.222,-20.222,130,-78.288,-20.288,118,-78.332,-20.332,24,-78.348,-20.348,410,-78.42,-20.42,58,-78.437,-20.437,428,-78.443,-20.443,462,-78.465,-20.465,196,-78.482,-20.482
,,4762,144.8445246,-37.81289507,382,-61.644,-0.644,434,-77.212,-16.212,270,-79.631,-18.631,94,-79.866,-18.866,250,-80.011,-19.011,118,-80.135,-19.135,240,-80.246,-19.246,330,-80.309,-19.309,88,-80.358,-19.358,310,-80.487,-19.487,90,-80.85,-19.85,484,-80.923,-19.923,362,-80.986,-19.986,356,-80.997,-19.997,184,-81.087,-20.087,360,-81.12,-20.12,412,-81.13,-20.13,42,-81.146,-20.146,448,-81.184,-20.184,20,-81.222,-20.222
,,1271,144.8198551,-37.76560678,366,-52.566,-0.566,188,-71.068,-19.068,470,-71.068,-19.068,424,-71.144,-19.144,308,-71.285,-19.285,126,-71.467,-19.467,4,-71.533,-19.532,340,-71.654,-19.654,224,-71.695,-19.695,314,-71.695,-19.695,112,-71.762,-19.762,106,-71.907,-19.907,256,-72.013,-20.013,502,-72.055,-20.055,130,-72.26,-20.26,264,-72.299,-20.299,306,-72.343,-20.343,486,-72.387,-20.387,80,-72.476,-20.476,12,-72.504,-20.504
,,3106,144.8759043,-37.78155134,382,-59.383,-1.383,366,-72.697,-14.697,270,-77.12,-19.12,206,-77.144,-19.144,500,-77.388,-19.388,330,-77.462,-19.462,234,-77.654,-19.654,296,-77.731,-19.731,314,-77.881,-19.881,44,-77.949,-19.949,464,-78.023,-20.023,300,-78.217,-20.217,162,-78.293,-20.293,282,-78.299,-20.299,414,-78.299,-20.299,490,-78.31,-20.31,292,-78.315,-20.315,356,-78.431,-20.431,70,-78.521,-20.521,324,-78.527,-20.527
,,1293,144.9715633,-37.82279375,374,-68.959,-3.959,450,-71.925,-6.925,318,-74.071,-9.071,434,-77.541,-12.541,326,-79.637,-14.637,442,-79.889,-14.889,206,-82.664,-17.664,446,-84.7,-19.7,52,-84.798,-19.798,240,-84.912,-19.912,286,-85.034,-20.034,142,-85.039,-20.039,158,-85.184,-20.184,432,-85.282,-20.282,42,-85.293,-20.293,36,-85.315,-20.315,46,-85.404,-20.404,132,-85.431,-20.431,244,-85.437,-20.437,396,-85.471,-20.471
,,4214,144.8409889,-37.80417721,150,-54.955,-1.955,166,-59.904,-6.904,158,-65.291,-12.291,132,-71.903,-18.903,286,-72.168,-19.168,134,-72.236,-19.236,48,-72.482,-19.482,334,-72.685,-19.685,458,-72.897,-19.897,232,-72.902,-19.902,430,-73.152,-20.152,274,-73.184,-20.184,154,-73.206,-20.206,344,-73.233,-20.233,204,-73.239,-20.239,180,-73.266,-20.266,296,-73.288,-20.288,268,-73.326,-20.326,122,-73.343,-20.343,326,-73.354,-20.354
,,5642,144.9461393,-37.76412859,80,-62.073,-3.073,88,-67.722,-8.722,96,-69.561,-10.561,388,-78.731,-19.731,76,-78.756,-19.756,70,-78.965,-19.965,394,-79.034,-20.034,260,-79.12,-20.12,406,-79.125,-20.125,384,-79.146,-20.146,78,-79.173,-20.173,502,-79.201,-20.201,442,-79.206,-20.206,400,-79.271,-20.271,236,-79.288,-20.288,68,-79.332,-20.332,456,-79.359,-20.359,500,-79.415,-20.415,64,-79.42,-20.42,480,-79.42,-20.42
,,402,144.8227026,-37.76939434,318,-59.053,-1.053,326,-71.705,-13.705,220,-74.93,-16.93,94,-76.838,-18.838,252,-77.522,-19.522,392,-77.756,-19.756,374,-77.777,-19.777,298,-77.886,-19.886,452,-77.891,-19.891,332,-77.944,-19.944,362,-77.986,-19.986,180,-78.023,-20.023,480,-78.228,-20.228,30,-78.266,-20.266,510,-78.293,-20.293,100,-78.332,-20.332,14,-78.337,-20.337,58,-78.376,-20.376,428,-78.376,-20.376,344,-78.459,-20.459
,,1032,144.8618622,-37.78764463,318,-71.115,-3.115,374,-74.814,-6.814,442,-75.987,-7.987,326,-82.15,-14.15,204,-85.944,-17.944,434,-86.959,-18.959,476,-87.101,-19.101,142,-87.462,-19.462,52,-87.573,-19.573,94,-87.793,-19.793,378,-87.907,-19.907,170,-87.923,-19.923,54,-88.055,-20.055,100,-88.061,-20.061,464,-88.082,-20.082,180,-88.087,-20.087,178,-88.093,-20.093,126,-88.12,-20.12,344,-88.141,-20.141,244,-88.157,-20.157
,,5556,144.9627468,-37.78693457,88,-74.057,-3.057,80,-76.011,-5.011,214,-85.016,-14.016,134,-88.567,-17.567,192,-89.532,-18.532,96,-89.95,-18.95,258,-90.173,-19.173,350,-90.438,-19.438,50,-90.448,-19.448,502,-90.639,-19.639,472,-90.695,-19.695,320,-90.746,-19.746,144,-91.023,-20.023,332,-91.093,-20.093,358,-91.12,-20.12,74,-91.168,-20.168,464,-91.168,-20.168,352,-91.304,-20.304,188,-91.31,-20.31,342,-91.326,-20.326
,,736,144.9088742,-37.81982405,318,-57.035,-4.035,326,-62.847,-9.847,100,-71.954,-18.954,268,-72.423,-19.423,180,-72.593,-19.593,160,-72.839,-19.839,52,-72.86,-19.86,388,-72.907,-19.907,190,-72.939,-19.939,478,-73.007,-20.007,2,-73.023,-20.023,290,-73.071,-20.071,332,-73.12,-20.12,64,-73.26,-20.26,78,-73.321,-20.321,186,-73.381,-20.381,460,-73.393,-20.393,62,-73.465,-20.465,272,-73.476,-20.476,22,-73.487,-20.487
,,2407,144.8996632,-37.80629108,366,-61.353,-3.353,382,-62.105,-4.105,88,-76.787,-18.787,362,-77.226,-19.226,130,-77.304,-19.304,28,-77.813,-19.813,22,-77.955,-19.955,496,-77.965,-19.965,188,-77.997,-19.997,126,-78.045,-20.045,90,-78.066,-20.066,374,-78.163,-20.163,266,-78.184,-20.184,206,-78.217,-20.217,284,-78.277,-20.277,502,-78.288,-20.288,300,-78.293,-20.293,316,-78.321,-20.321,114,-78.326,-20.326,100,-78.437,-20.437
,,1852,144.9732702,-37.76541247,332,-68.947,-4.947,392,-69.109,-5.109,316,-76.478,-12.478,400,-77.294,-13.294,388,-78.38,-14.38,166,-83.639,-19.639,254,-83.751,-19.751,434,-84.087,-20.087,262,-84.109,-20.109,46,-84.152,-20.152,74,-84.228,-20.228,184,-84.271,-20.271,324,-84.288,-20.288,426,-84.31,-20.31,274,-84.315,-20.315,64,-84.343,-20.343,202,-84.354,-20.354,384,-84.365,-20.365,436,-84.37,-20.37,16,-84.471,-20.471
,,1997,144.9373082,-37.76378179,408,-68.205,-4.205,388,-72.944,-8.944,400,-73.565,-9.565,390,-81.264,-17.264,256,-81.956,-17.956,312,-83.649,-19.649,286,-83.86,-19.86,34,-83.949,-19.949,92,-84.013,-20.013,166,-84.087,-20.087,404,-84.12,-20.12,494,-84.141,-20.141,460,-84.146,-20.146,284,-84.239,-20.239,212,-84.244,-20.244,470,-84.266,-20.266,246,-84.288,-20.288,106,-84.293,-20.293,300,-84.348,-20.348,506,-84.398,-20.398
,,2471,144.902864,-37.80834904,366,-61.677,-3.677,382,-63.026,-5.026,374,-72.683,-14.683,144,-77.068,-19.068,52,-77.349,-19.349,346,-77.482,-19.482,206,-77.705,-19.705,140,-77.844,-19.844,266,-77.871,-19.871,24,-77.918,-19.918,452,-78.195,-20.195,424,-78.217,-20.217,254,-78.348,-20.348,448,-78.37,-20.37,250,-78.404,-20.404,442,-78.42,-20.42,94,-78.437,-20.437,496,-78.527,-20.527,146,-78.532,-20.532,292,-78.544,-20.544
,,1600,144.8201089,-37.82005402,400,-57.541,-1.541,388,-65.134,-9.134,392,-71.262,-15.262,74,-74.968,-18.968,254,-75.354,-19.354,202,-75.482,-19.482,344,-75.608,-19.608,500,-75.695,-19.695,508,-75.855,-19.855,284,-75.897,-19.897,408,-75.897,-19.897,186,-75.907,-19.907,168,-75.96,-19.96,118,-76.066,-20.066,34,-76.077,-20.077,40,-76.125,-20.125,162,-76.179,-20.179,218,-76.206,-20.206,96,-76.217,-20.217,120,-76.222,-20.222
,,1088,144.9595046,-37.81126558,318,-66.761,-1.761,374,-78.397,-13.397,326,-81.205,-16.205,204,-84.178,-19.178,450,-84.593,-19.593,180,-84.685,-19.685,378,-84.777,-19.777,166,-84.918,-19.918,268,-84.918,-19.918,372,-85.093,-20.093,128,-85.125,-20.125,216,-85.136,-20.136,100,-85.19,-20.19,158,-85.19,-20.19,170,-85.206,-20.206,422,-85.299,-20.299,32,-85.326,-20.326,428,-85.348,-20.348,446,-85.365,-20.365,424,-85.387,-20.387
,,5605,144.867645,-37.8206352,96,-69.271,-3.271,88,-72.118,-6.118,382,-79.343,-13.343,268,-84.177,-18.177,236,-84.852,-18.852,418,-85.522,-19.522,144,-85.639,-19.639,170,-85.685,-19.685,340,-85.782,-19.782,428,-85.96,-19.96,80,-85.965,-19.965,160,-85.976,-19.976,76,-86.05,-20.05,24,-86.066,-20.066,138,-86.087,-20.087,166,-86.087,-20.087,150,-86.211,-20.211,56,-86.222,-20.222,84,-86.277,-20.277,468,-86.299,-20.299
,,3054,144.8309379,-37.76156487,450,-60.745,-1.745,434,-67.678,-8.678,318,-74.748,-15.748,150,-75.134,-16.134,158,-75.941,-16.941,138,-77.613,-18.613,466,-77.768,-18.768,228,-77.903,-18.903,438,-78.309,-19.309,492,-78.618,-19.618,452,-78.715,-19.715,66,-78.72,-19.72,392,-78.865,-19.865,448,-78.907,-19.907,508,-78.933,-19.933,126,-79.039,-20.039,200,-79.109,-20.109,432,-79.114,-20.114,308,-79.141,-20.141,116,-79.201,-20.201
,,1388,144.9730474,-37.80532597,442,-74.345,-1.345,318,-84.052,-11.052,450,-89.417,-16.417,166,-90.099,-17.099,382,-90.733,-17.733,432,-91.421,-18.421,246,-92.236,-19.236,244,-92.319,-19.319,44,-92.517,-19.517,208,-92.517,-19.517,422,-92.538,-19.538,398,-92.715,-19.715,128,-92.844,-19.844,282,-92.865,-19.865,96,-92.871,-19.871,248,-92.981,-19.981,154,-93.184,-20.184,230,-93.233,-20.233,294,-93.271,-20.271,326,-93.288,-20.288
,,2134,144.8565838,-37.81421927,332,-65.025,-5.025,324,-65.686,-5.686,316,-66.111,-6.111,392,-74.161,-14.161,398,-78.246,-18.246,260,-79.193,-19.193,258,-79.231,-19.231,404,-79.457,-19.457,390,-79.746,-19.746,358,-79.949,-19.949,454,-79.986,-19.986,150,-80.098,-20.098,354,-80.244,-20.244,158,-80.282,-20.282,292,-80.359,-20.359,212,-80.454,-20.454,84,-80.572,-20.572,12,-80.578,-20.578,122,-80.583,-20.583,102,-80.595,-20.595
,,3230,144.8944553,-37.78118257,382,-58.567,-0.567,366,-74.417,-16.417,270,-75.969,-17.969,362,-77.039,-19.039,310,-77.049,-19.049,184,-77.063,-19.063,94,-77.517,-19.517,158,-77.664,-19.664,40,-77.69,-19.69,124,-77.772,-19.772,128,-77.772,-19.772,202,-77.787,-19.787,498,-77.818,-19.818,396,-78.007,-20.007,402,-78.045,-20.045,118,-78.055,-20.055,360,-78.125,-20.125,44,-78.163,-20.163,420,-78.201,-20.201,454,-78.222,-20.222
,,5814,144.9205311,-37.76896898,88,-64.08,-2.08,80,-70.165,-8.165,96,-76.21,-14.21,150,-79.195,-17.195,76,-81.368,-19.368,24,-81.613,-19.613,2,-81.644,-19.644,140,-81.777,-19.777,236,-81.782,-19.782,412,-81.912,-19.912,126,-82.034,-20.034,382,-82.146,-20.146,48,-82.211,-20.211,22,-82.244,-20.244,134,-82.25,-20.25,280,-82.266,-20.266,276,-82.304,-20.304,502,-82.348,-20.348,120,-82.354,-20.354,18,-82.37,-20.37
,,3048,144.8689312,-37.76605736,450,-59.453,-1.453,434,-66.439,-8.439,318,-74.427,-16.427,150,-74.975,-16.975,466,-76.011,-18.011,308,-76.577,-18.577,462,-76.755,-18.755,158,-76.801,-18.801,138,-77.623,-19.623,36,-77.664,-19.664,276,-77.695,-19.695,366,-77.818,-19.818,476,-77.844,-19.844,228,-77.886,-19.886,116,-77.923,-19.923,18,-77.933,-19.933,10,-78.007,-20.007,242,-78.157,-20.157,72,-78.195,-20.195,130,-78.217,-20.217
